month,GEP_monthly,n_articles,n_gep_articles,n_trading_days,GEP_norm,GEP_norm_mean
1998-04,0.0004251425368159961,144048.0,63615.0,30.0,106.25369799557916,0.00040012022624726415
1998-05,0.00048194503430541827,156907.0,73727.0,31.0,120.45005543098651,0.00040012022624726415
1998-06,0.0004881252854876341,153982.0,73968.0,30.0,121.99465397332476,0.00040012022624726415
1998-07,0.0004237114881281556,134925.0,59456.0,29.0,105.89604332231698,0.00040012022624726415
1998-08,0.0004744725980771412,139534.0,65019.0,31.0,118.58250769455707,0.00040012022624726415
1998-09,0.000493329897811068,142766.0,68817.0,29.0,123.29541608981363,0.00040012022624726415
1998-10,0.00043788428878453327,151577.0,67886.0,31.0,109.43817884225923,0.00040012022624726415
1998-11,0.00046325637507353825,141684.0,65557.0,30.0,115.77929449316504,0.00040012022624726415
1998-12,0.0005083063350711785,121125.0,59064.0,31.0,127.03840039245055,0.00040012022624726415
1999-01,0.00043491768049261906,240382.0,110383.0,30.0,108.69674961741399,0.00040012022624726415
1999-02,0.0004225096817049028,254934.0,115876.0,28.0,105.59568199479187,0.00040012022624726415
1999-03,0.00041264749126631813,254260.0,114686.0,31.0,103.13087522131721,0.00040012022624726415
1999-04,0.0004329860256223882,133385.0,61520.0,30.0,108.21398100350315,0.00040012022624726415
1999-05,0.00042414403309493076,138292.0,62837.0,31.0,106.0041470717405,0.00040012022624726415
1999-06,0.00042775137261811527,128615.0,58860.0,29.0,106.9057109734252,0.00040012022624726415
